Code,Info,Hospital Outpatient Price
28445,"Open treatment of talus fracture, includes internal fixation, when performed (28445)",$null
28446,"Open osteochondral autograft, talus (includes obtaining graft[s]) (28446)","$1,605"
28450,"Treatment of tarsal bone fracture (except talus and calcaneus); without manipulation, each (28450)",$82
28455,"Treatment of tarsal bone fracture (except talus and calcaneus); with manipulation, each (28455)",
28456,"Percutaneous skeletal fixation of tarsal bone fracture (except talus and calcaneus), with manipulation, each (28456)","$1,437"
28465,"Open treatment of tarsal bone fracture (except talus and calcaneus), includes internal fixation, when performed, each (28465)","$1,490"
28470,"Closed treatment of metatarsal fracture; without manipulation, each (28470)",$85
28475,No Information Found,$90
28476,"Percutaneous skeletal fixation of metatarsal fracture, with manipulation, each (28476)",$693
28485,"Open treatment of metatarsal fracture, includes internal fixation, when performed, each (28485)","$1,475"
28490,"Closed treatment of fracture great toe, phalanx or phalanges; without manipulation (28490)",$69
28495,"Closed treatment of fracture great toe, phalanx or phalanges; with manipulation (28495)",$74
28496,"Percutaneous skeletal fixation of fracture great toe, phalanx or phalanges, with manipulation (28496)",$671
28505,"Open treatment of fracture, great toe, phalanx or phalanges, includes internal fixation, when performed (28505)",$714
28510,"Closed treatment of fracture, phalanx or phalanges, other than great toe; without manipulation, each (28510)",$null
28515,"Closed treatment of fracture, phalanx or phalanges, other than great toe; with manipulation, each (28515)",$73
28525,"Open treatment of fracture, phalanx or phalanges, other than great toe, includes internal fixation, when performed, each (28525)",$697
28530,Closed treatment of sesamoid fracture (28530),$64
28531,"Open treatment of sesamoid fracture, with or without internal fixation (28531)","$1,399"
28540,"Closed treatment of tarsal bone dislocation, other than talotarsal; without anesthesia (28540)",$79
28545,"Closed treatment of tarsal bone dislocation, other than talotarsal; requiring anesthesia (28545)",$671
28546,"Percutaneous skeletal fixation of tarsal bone dislocation, other than talotarsal, with manipulation (28546)",$377
28555,"Open treatment of tarsal bone dislocation, includes internal fixation, when performed (28555)","$1,494"
28570,Closed treatment of talotarsal joint dislocation; without anesthesia (28570),$84
28575,Closed treatment of talotarsal joint dislocation; requiring anesthesia (28575),$685
28576,"Percutaneous skeletal fixation of talotarsal joint dislocation, with manipulation (28576)","$1,441"
28585,"Open treatment of talotarsal joint dislocation, includes internal fixation, when performed (28585)","$1,503"
28600,Closed treatment of tarsometatarsal joint dislocation; without anesthesia (28600),$76
28605,Closed treatment of tarsometatarsal joint dislocation; requiring anesthesia (28605),$106
28606,"Percutaneous skeletal fixation of tarsometatarsal joint dislocation, with manipulation (28606)",$694
28615,"Open treatment of tarsometatarsal joint dislocation, includes internal fixation, when performed (28615)","$1,527"
28630,Closed treatment of metatarsophalangeal joint dislocation; without anesthesia (28630),$66
28635,Closed treatment of metatarsophalangeal joint dislocation; requiring anesthesia (28635),$331
28636,"Percutaneous skeletal fixation of metatarsophalangeal joint dislocation, with manipulation (28636)",$660
28645,"Open treatment of metatarsophalangeal joint dislocation, includes internal fixation, when performed (28645)",$712
28660,Closed treatment of interphalangeal joint dislocation; without anesthesia (28660),$62
28665,Closed treatment of interphalangeal joint dislocation; requiring anesthesia (28665),$null
28666,"Percutaneous skeletal fixation of interphalangeal joint dislocation, with manipulation (28666)",$650
28675,"Open treatment of interphalangeal joint dislocation, includes internal fixation, when performed (28675)",$698
28705,Arthrodesis; pantalar (28705),"$1,872"
28715,Arthrodesis; triple (28715),"$1,817"
28725,Arthrodesis; subtalar (28725),"$1,786"
28730,"Arthrodesis, midtarsal or tarsometatarsal, multiple or transverse; (28730)","$1,775"
28735,"Arthrodesis, midtarsal or tarsometatarsal, multiple or transverse; with osteotomy (eg, flatfoot correction) (28735)","$1,785"
28737,"Arthrodesis, with tendon lengthening and advancement, midtarsal, tarsal navicular-cuneiform (eg, miller type procedure) (28737)","$1,768"
28740,"Arthrodesis, midtarsal or tarsometatarsal, single joint (28740)","$1,485"
28750,"Arthrodesis, great toe; metatarsophalangeal joint (28750)","$1,477"
28755,"Arthrodesis, great toe; interphalangeal joint (28755)","$1,429"
28760,"Arthrodesis, with extensor hallucis longus transfer to first metatarsal neck, great toe, interphalangeal joint (eg, jones type procedure) (28760)","$1,476"
28810,"Amputation, metatarsal, with toe, single (28810)",$null
28820,"Amputation, toe; metatarsophalangeal joint (28820)",$650
28825,"Amputation, toe; interphalangeal joint (28825)",$649
28890,"Extracorporeal shock wave, high energy, performed by a physician or other qualified health care professional, requiring anesthesia other than local, including ultrasound guidance, involving the plantar fascia (28890)",
29000,Application of halo type body cast (see 20661-20663 for insertion) (29000),$90
29010,"Application of risser jacket, localizer, body; only (29010)",$82
29015,"Application of risser jacket, localizer, body; including head (29015)",$86
29035,"Application of body cast, shoulder to hips; (29035)",$79
29040,"Application of body cast, shoulder to hips; including head, minerva type (29040)",$85
29044,"Application of body cast, shoulder to hips; including 1 thigh (29044)",$63
29046,"Application of body cast, shoulder to hips; including both thighs (29046)",$88
29049,"Application, cast; figure-of-eight (29049)",$64
29055,"Application, cast; shoulder spica (29055)",$78
29058,"Application, cast; plaster velpeau (29058)",$69
29065,"Application, cast; shoulder to hand (long arm) (29065)",$64
29075,"Application, cast; elbow to finger (short arm) (29075)",$63
29085,"Application, cast; hand and lower forearm (gauntlet) (29085)",$43
29086,"Application, cast; finger (eg, contracture) (29086)",$39
29105,Application of long arm splint (shoulder to hand) (29105),$38
29200,Strapping; thorax (29200),
29305,Application of hip spica cast; 1 leg (29305),$82
29325,Application of hip spica cast; 1 and one-half spica or both legs (29325),$86
29345,Application of long leg cast (thigh to toes); (29345),$70
29355,Application of long leg cast (thigh to toes); walker or ambulatory type (29355),$71
29358,Application of long leg cast brace (29358),$71
29365,Application of cylinder cast (thigh to ankle) (29365),$68
29405,Application of short leg cast (below knee to toes); (29405),$62
29425,Application of short leg cast (below knee to toes); walking or ambulatory type (29425),
29435,Application of patellar tendon bearing (ptb) cast (29435),$68
29440,Adding walker to previously applied cast (29440),
29445,Application of rigid total contact leg cast (29445),$70
29450,"Application of clubfoot cast with molding or manipulation, long or short leg (29450)",$52
29505,Application of long leg splint (thigh to ankle or toes) (29505),$null
29515,Application of short leg splint (calf to foot) (29515),$39
29540,Strapping; ankle and/or foot (29540),
29580,Strapping; unna boot (29580),$35
29581,"Application of multi-layer compression system; leg (below knee), including ankle and foot (29581)",$35
29584,"Application of multi-layer compression system; upper arm, forearm, hand, and fingers (29584)",$33
29700,"Removal or bivalving; gauntlet, boot or body cast (29700)",
29705,Removal or bivalving; full arm or full leg cast (29705),
29710,"Removal or bivalving; shoulder or hip spica, minerva, or risser jacket, etc. (29710)",$67
29720,"Repair of spica, body cast or jacket (29720)",$38
29730,Windowing of cast (29730),$38
29740,Wedging of cast (except clubfoot casts) (29740),$64
29750,Wedging of clubfoot cast (29750),$66
29800,"Arthroscopy, temporomandibular joint, diagnostic, with or without synovial biopsy (separate procedure) (29800)",$722
29804,"Arthroscopy, temporomandibular joint, surgical (29804)",$733
29805,"Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure) (29805)",$null
29806,"Arthroscopy, shoulder, surgical; capsulorrhaphy (29806)","$1,572"
29807,"Arthroscopy, shoulder, surgical; repair of slap lesion (29807)","$1,567"
29819,"Arthroscopy, shoulder, surgical; with removal of loose body or foreign body (29819)",$733
29820,"Arthroscopy, shoulder, surgical; synovectomy, partial (29820)","$1,469"
29821,"Arthroscopy, shoulder, surgical; synovectomy, complete (29821)",$734
29822,"Arthroscopy, shoulder, surgical; debridement, limited, 1 or 2 discrete structures (eg, humeral bone, humeral articular cartilage, glenoid bone, glenoid articular cartilage, biceps tendon, biceps anchor complex, labrum, articular capsule, articular side of the rotator cuff, bursal side of the rotator cuff, subacromial bursa, foreign body[ies]) (29822)",$724
29823,"Arthroscopy, shoulder, surgical; debridement, extensive, 3 or more discrete structures (eg, humeral bone, humeral articular cartilage, glenoid bone, glenoid articular cartilage, biceps tendon, biceps anchor complex, labrum, articular capsule, articular side of the rotator cuff, bursal side of the rotator cuff, subacromial bursa, foreign body[ies]) (29823)",$734
29824,"Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (mumford procedure) (29824)",$750
29825,"Arthroscopy, shoulder, surgical; with lysis and resection of adhesions, with or without manipulation (29825)",$732
29826,"Arthroscopy, shoulder, surgical; with lysis and resection of adhesions, with or without manipulation (29825)",$null
29827,"Arthroscopy, shoulder, surgical; with rotator cuff repair (29827)","$1,574"
29828,"Arthroscopy, shoulder, surgical; biceps tenodesis (29828)","$1,544"
29830,"Arthroscopy, elbow, diagnostic, with or without synovial biopsy (separate procedure) (29830)",$707
29834,"Arthroscopy, elbow, surgical; with removal of loose body or foreign body (29834)",$714
29835,"Arthroscopy, elbow, surgical; synovectomy, partial (29835)",$717
29836,"Arthroscopy, elbow, surgical; synovectomy, complete (29836)","$1,479"
29837,"Arthroscopy, elbow, surgical; debridement, limited (29837)",$720
29838,"Arthroscopy, elbow, surgical; debridement, extensive (29838)",$734
29840,"Arthroscopy, wrist, diagnostic, with or without synovial biopsy (separate procedure) (29840)",$706
29843,"Arthroscopy, wrist, surgical; for infection, lavage and drainage (29843)",$713
29844,"Arthroscopy, wrist, surgical; synovectomy, partial (29844)",$715
29845,"Endoscopy, wrist, surgical, with release of transverse carpal ligament (29848)
Arthroscopy, wrist, surgical; excision and/or repair of triangular fibrocartilage and/or joint debridement (29846)
Arthroscopy, wrist, surgical; synovectomy, complete (29845)
Arthroscopy, wrist, surgical; synovectomy, partial (29844)
Arthroscopy, wrist, diagnostic, with or without synovial biopsy (separate procedure) (29840)
Arthroscopy, wrist, surgical; internal fixation for fracture or instability (29847)
Arthroscopy, wrist, surgical; for infection, lavage and drainage (29843)",$733
29846,"Arthroscopy, wrist, surgical; excision and/or repair of triangular fibrocartilage and/or joint debridement (29846)",$720
